Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
1535,Sustenance Black Beer - Bourbon Barrel-Aged,Short's Brewing Company Short's Bourbon Barrel Sustenance Black Beer,Lager - Schwarzbier,Short's Brewing Company,Sustenance Black Beer aged it in bourbon barrels for 11 months.,6.5,20,30,3.955224,,
1536,Sustenance Black Bier,Short's Brewing Company Short's Sustenance Black Bier,Lager - Schwarzbier,Short's Brewing Company,,6.0,20,30,3.805556,,
1537,Dark Helmet Imperial Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works Ringneck Dark Helmet Imperial Schwarzbier,Lager - Schwarzbier,The Brew Kettle Taproom & Smokehouse / Production Works,"A true TBK original, we kick this German-style black lager up a couple notches. Big clean malty flavor with just a hint of roasted malt.""May the Schwartz be with you!""",8.0,20,30,3.607143,,
1538,Zeitgeist,BrewDog Zeitgeist,Lager - Schwarzbier,BrewDog,,4.9,20,30,3.741667,,
1539,LA-31 Bière Noire,Bayou Teche Brewery LA-31 Bière Noire,Lager - Schwarzbier,Bayou Teche Brewery,"We use specially roasted German malts and select American hops which provide our LA-31 Bière Noire a small bite of noble bitterness and a dry, French roasted coffee flavor.",5.25,20,30,3.333333,,
1540,Black Radish Dark Lager,Weeping Radish Eco Farm & Brewery Black Radish Dark Lager,Lager - Schwarzbier,Weeping Radish Eco Farm & Brewery,,5.3,20,30,3.531915,,
1541,Das Schwarze,Dinkelacker-Schwabenbraeu AG Das Schwarze,Lager - Schwarzbier,Dinkelacker-Schwabenbraeu AG,,4.9,20,30,3.894737,,
1542,Monteith's Black,Monteith's Brewing Co. Monteith's Black,Lager - Schwarzbier,Monteith's Brewing Co.,,5.2,20,30,3.631579,,
1543,Miner Mishap,Choc Beer Co. / Pete's Place Miner Mishap,Lager - Schwarzbier,Choc Beer Co. / Pete's Place,28 IBU,5.3,20,30,3.541176,,
1544,Saranac Black Lager,Matt Brewing Company Saranac Black Lager,Lager - Schwarzbier,Matt Brewing Company,,5.5,20,30,3.545455,,
1545,Herold Bohemian Black Lager,Pivovar Herold B&#345;eznice A.s. Herold Bohemian Black Lager,Lager - Schwarzbier,Pivovar Herold B&#345;eznice A.s.,,5.2,20,30,4.071429,,
1546,Samuel Adams Boston LagerBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Boston Lager,Lager - Vienna,Boston Beer Company (Samuel Adams),"Four Ingredients. Painstakingly Chosen. Every year, we travel to Bavaria to hand-select Hallertau Mittelfrüh hops, and the high American plains for the finest two-row summer barley. We cultivate our own lager yeast and I personally sample every batch. All our hard work goes into brewing this distinctly flavorful and complex beer for you. Cheers!",5.0,15,30,4.044251,,
1547,Eliot Ness,Great Lakes Brewing Company Great Lakes Eliot Ness,Lager - Vienna,Great Lakes Brewing Company,"An amber lager with rich, fragrant malt flavors balanced by crisp noble hops.",6.1,15,30,4.20919,,
1548,Dos Equis Ambar,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Dos Equis Amber Lager",Lager - Vienna,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.","Dos Equis Ambar (Amber) is a vienna style lager that was originally brewed by the German-born Mexican brewer Wilhelm Hasse in 1897.The brand was named ""Siglo XX"" (""20th century"") to commemorate the arrival of the new century, and the bottles were marked with the Roman numerals ""XX"", or ""Dos Equis"" (two X).",4.7,15,30,3.35044,,
1549,Vienna Lager,Devils Backbone Brewing Company Vienna Lager,Lager - Vienna,Devils Backbone Brewing Company,"Vienna-Style Lager.This is our Ol’ Faithful. No, it’s not a geothermal phenomenon. It’s the beer everybody, including professional beer judges, just seems to dig. Maybe they like how it’s smooth, medium-bodied, and semi-sweet, while not too heavy or bitter. Maybe it’s the amber color, or the blend of four imported malts balanced by two Germanic hops, or the fact that it takes five weeks to get right. Or maybe it’s all the above.Malts: Vienna, Pilsner, Dark Munich, CaraAmberHops: Northern Brewer, SaazIBU: 18COLOR: Amber",5.2,15,30,4.181818,,
1550,Vienna Style Lager,Sierra Nevada Brewing Co. Sierra Nevada Vienna Style Lager,Lager - Vienna,Sierra Nevada Brewing Co.,"Vienna-style beers are among the world’s first light-colored lagers and were on the brink of extinction until American craft brewers helped revive the style; it’s a good thing they did. These delicate and extremely balanced amber beers rely on semi-sweet and bready malt flavors but walk a fine line with both malt and hop character shouldering equal weight. Our take on the style features whole-cone European hops, which add to the dry finish.",5.3,15,30,3.8,,
1551,Red Lager,Jacob Leinenkugel Brewing Company Leinenkugel's Red,Lager - Vienna,Jacob Leinenkugel Brewing Company,,4.9,15,30,3.323988,,
1552,Victoria,Grupo Modelo S.A. de C.V. Victoria,Lager - Vienna,Grupo Modelo S.A. de C.V.,,4.0,15,30,3.224719,,
1553,Schell's FireBrick,August Schell Brewing Company FireBrick,Lager - Vienna,August Schell Brewing Company,"FireBrick was introduced in 1999, and is named after the bricks that line Schell's old boilers. It is the culmination of an effort to bridge the gap between the ""popular-tasting"" beers and the heartier, hand-crafted ones.FireBrick is a refreshing all-malt lager with an amber-red hue that reflects the feeling of the brewery itself.It has been described by Ted Marti as having a ""subtle maltiness combined with a hint of hoppy taste that creates a mild, pleasantly drinkable beer."" It is made with four specialty malts, along with Vanguard, Chinook and Hallertau hops.",5.0,15,30,3.834884,,
1554,Penn Pilsner,Pennsylvania Brewing Company Penn Pilsner,Lager - Vienna,Pennsylvania Brewing Company,"Our flagship brand! An amber Vienna-style lager beer that is smooth, mellow and full bodied, with delicate hop aroma. Uses two-row barley malt and caramel-roasted malt. Based on founder Tom Pastorius' favorite German bier.",5.0,15,30,3.806667,,
1555,Special Amber,Sprecher Brewing Company Special Amber,Lager - Vienna,Sprecher Brewing Company,"A delicate balance of toasted malt and fresh hops give this medium-bodied German-style lager an intriguing, complex malt flavor. A creamy head, deep golden color and an impressive hop bouquet make this a very special beer.",5.0,15,30,3.737342,,
1556,Indio,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Indio",Lager - Vienna,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",,4.1,15,30,3.757143,,
1557,Schild Brau Amber,Millstream Brewing Company Millstream Schild Brau Amber,Lager - Vienna,Millstream Brewing Company,"The name Schild Brau means essentially 'Schild Beer' in German. This is our flagship brew, a microbrew done in the style of the special beers of Munich. This beer is brewed in the style of a Vienna Lager.Our beer uses these same malts to attain a perfect balance between malty sweetness and a firm bitterness.16 IBU",4.9,15,30,3.714912,,
1558,Big Bark Amber Lager,Live Oak Brewing Company Live Oak Big Bark Amber Lager,Lager - Vienna,Live Oak Brewing Company,,4.9,15,30,3.705128,,
1559,Saranac Season's Best - Nut Brown Lager,Matt Brewing Company Saranac Season's Best - Nut Brown Lager,Lager - Vienna,Matt Brewing Company,,5.3,15,30,3.588398,,
1560,Dynamo Copper Lager,Metropolitan Brewing Dynamo Copper Lager,Lager - Vienna,Metropolitan Brewing,"If malt and hops are the two poles of brewing, this beer is the gently spinning sweet spot between them. First, you’ll notice the spicy aromas of Vanguard and Liberty hops. Then - wipe the foam off the tip of your nose - dive into the toasty flavor of Vienna malt. Dynamo starts strong and finishes crisp and smooth. The balanced flavors, aromas, and even the coppery-red tones of this beer go great with everything. Fear no pairing. The best time to enjoy Dynamo is when you’re thirsty.29 IBU",5.8,15,30,3.991667,,
1561,Rusty Chain,Flying Bison Brewing Company Rusty Chain,Lager - Vienna,Flying Bison Brewing Company,"The #1 best selling local craft beer in Buffalo. Medium bodied Vienna-style amber beer with soft, nutty malt flavors and just enough German hops for balance. “Chain” goes great with chicken, pizza, grilled vegetables… pretty much everything now that we think about it.Available year round on draft, in bottles, and cans all across WNY.MALTS: Pilsner, Vienna, CaramelHOPS: Magnum, Tettnang20 IBU",5.2,15,30,3.625,,
1562,The Raven Special Lager,B.W. Beer Works USA The Raven Special Lager,Lager - Vienna,B.W. Beer Works USA,"The Raven Special Lager is a perfect balanced lager beer that goes well with any kind of food, but particularly with spicy food or when you just want to sit down and enjoy a beer with friends. With a shot of Woodford Reserve chased with chilled Raven is a near perfect combination. The rich golden colored beer is an exceptionally smooth Southern German lager, somewhat malty but well balanced between the hops and malt. Experiencing the clean finish and pleasant lingering aftertaste of The Raven Special Lager, one can truly say that The Taste Is Poetic.18 IBU",5.25,15,30,3.629032,,
1563,Jenny Lake Lager,Snake River Brewing Company & Brewpub Snake River Lager,Lager - Vienna,Snake River Brewing Company & Brewpub,"Formerly Snake River LagerSnake River Lager is our most popular beer. This is an amber colored Vienna style lager. The rich, caramel flavor is balanced with the use of several hop varieties for a subtle hop note. An authentic German lager yeast strain adds to the true flavor of this beer. The malt forward profile of Snake River Lager makes it a fine complement to pizzas and red meat.",4.8,15,30,3.967105,,
1564,1906 Reserva Especial,"Hijos De Rivera, S.A. 1906 Reserva Especial",Lager - Vienna,"Hijos De Rivera, S.A.","Elegant, bright, amber beer. Aromas of roasted malt with soft notes of caramel and coffee. Water from the city of A Coruña, two-stroke malts (Pilsen and toast), corn, and hops Perle Hallertau. Selected yeast from Hijos of Rivera. Hops with slight floral and herbal nuances on the nose. Roasted taste predominates on the palate, with the hint of a pleasant, well-integrated warmth with each drink. Made from a specific wort in the exclusive production centre, Hijos de Rivera in A Coruña. It has one of the longest ageing periods among national lagers.",6.5,15,30,2.9,,
1565,Pietra (Amber),Brasserie Pietra Amber,Lager - Vienna,Brasserie Pietra,"Pietra, the chestnut beerBeer of the land and naturePIETRA is a specialty beer, of low fermentation.Using traditional methods it is brewed from selected malts and chestnut flour.The chestnuts used come from the most beautiful and highest chestnut grove in Europe, located in the Castagniccia, at an altitude of over 1,000 meters.Every autumn the fruit is hand-picked, transported down the hill on donkeys and sorted by hand. This guarantees flour of a very high quality, from a totally natural environment.Highly fermentable, chestnut flour has an excellent impact on the quality of the head and gives beer its beautiful coloring. Mixed into the malt during the mashing process, the chestnut flour is a prime ingredient and not just a flavoring.This recipe, unique in the world, gives PIETRA its conflicting taste accentuating a lingering subtle bitterness.Powerful and delicate, robust and smooth, Pietra has a 6% alcohol content. It displays a beautiful amber color, an intense chestnut head, dense and creamy, making the pleasure of tasting it all the more enjoyable.",6.0,15,30,3.541667,,
1566,Mac Queen's Nessie,Brauerei Schloss Eggenberg Mac Queen's Nessie,Lager - Vienna,Brauerei Schloss Eggenberg,"Note: New recipe from 2008, gravity went down from 16° to 12°, alcohol from 7.3% to 5%",5.0,15,30,3.293814,,
1567,Wild Hop Organic Amber LagerGreen Valley Brewing Company (Crooked Creek),Green Valley Brewing Company (Crooked Creek) Wild Hop Organic Amber Lager,Lager - Vienna,Green Valley Brewing Company (Crooked Creek),,0.0,15,30,3.228261,,
1568,Oktoberfest,Hinterland Brewery Restaurant Oktoberfest,Lager - Vienna,Hinterland Brewery Restaurant,"Joe, our Brew Master, went to Munich for a few days of inspiration for this Vienna style beer. He came back 3 weeks later, a little cloudy but focused on nailing this now popular brew.MALT:Vienna, 2 Row, Carafoam, Dark Wheat, MelanoidinHOPS:Hallertau22 IBU",6.0,15,30,3.965517,,
1569,Menabrea Ambrata,Birra Menabrea SpA Menabrea Ambrata,Lager - Vienna,Birra Menabrea SpA,Also known as Menabrea 150° Anniversario Amber,5.0,15,30,3.375,,
1570,Ybor Gold Amber Lager,Florida Beer Company Ybor Gold Amber Lager,Lager - Vienna,Florida Beer Company,,4.6,15,30,3.448529,,
1571,Bohemia Oscura,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V. Bohemia Obscura",Lager - Vienna,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",Bohemia Oscura is a Vienna type beer. It offers the perfect balance of caramel and toasted malts that give off notes from walnut and coffee.,5.5,15,30,3.735294,,
1572,Saranac Winter Lager,Matt Brewing Company Saranac Winter Lager,Lager - Vienna,Matt Brewing Company,,5.9,15,30,3.704918,,
1573,Danish Red Lager,Figueroa Mountain Brewing Co. Danish Red Lager,Lager - Vienna,Figueroa Mountain Brewing Co.,"Danish Style Red Lager (Dansk Red) is inspired by the red lagers of Denmark and the signature red color in the Danish flag. This quality beer is crafted with a blend of European base and sweet caramel malt, creating a beautiful red hue.",5.0,15,30,3.666667,,
1574,Shiner Bavarian Style Amber,Spoetzl Brewery Shiner 98 Bavarian Style Amber,Lager - Vienna,Spoetzl Brewery,"Also known as Shiner 98 Bavarian Style Amber, Shiner Brew's Pride Selection Limited Edition Craft Brew, and Brewer's Pride Craft Brew No. 8.This Bavarian style Amber combines roasted Munich malts and rich German hops. 30 IBU",4.9,15,30,3.646154,,
1575,Left Coast Una Mas Amber Lager,Left Coast Brewing Company Left Coast Una Mas Amber Lager,Lager - Vienna,Left Coast Brewing Company,,6.4,15,30,3.5,,
1576,Vienna Red Lager,Iron Hill Brewery & Restaurant Vienna Red Lager,Lager - Vienna,Iron Hill Brewery & Restaurant,"A European amber lager, medium-bodied with a delicate malt aroma, slight sweetness and a clean, crisp finish.22 IBU",4.4,15,30,3.770833,,
1577,Vienna-Style Amber Lager,Tommyknocker Brewery Vienna-Style Amber Lager,Lager - Vienna,Tommyknocker Brewery,"Brisk flavor, rich ruby color, and extra crisp finish create a sensation that will ripple the taste buds of the most discerning palate. This medium bodied lager is brewed with a blend of the finest hops and gently roasted malts.",5.5,15,30,3.166667,,
1578,Red Stallion,Crescent City Brewhouse Red Stallion,Lager - Vienna,Crescent City Brewhouse,"A malty, aromatic and hoppy mixture. Copper colored, this beer is medium bodied and full of flavor. Vienna Style.",5.8,15,30,3.53125,,
1579,Fat Cat Lager,The Fat Cat Beer Company Fat Cat Lager Beer,Lager - Vienna,The Fat Cat Beer Company,,4.9,15,30,3.333333,,
1580,P.J.W. Copper Lager,Victory Brewing Company P.J.W. Copper Lager,Lager - Vienna,Victory Brewing Company,,5.6,15,30,3.75,,
1581,Tuborg Classic,Tuborgs Bryggerier A/S Tuborg Classic,Lager - Vienna,Tuborgs Bryggerier A/S,,4.6,15,30,3.178571,,
1582,Trailhead,Wellington County Brewery Trailhead Lager,Lager - Vienna,Wellington County Brewery,"Trailhead is a Vienna-style lager which is characterized by a careful balance of malt sweetness and clean, crisp hop bitterness.",4.5,15,30,3.093023,,
1583,Faro,Brasserie Cantillon Cantillon Faro,Lambic - Faro,Brasserie Cantillon,,5.0,0,10,3.916667,,
1584,Chapeau Faro Lambic,Brouwerij De Troch Chapeau Faro Lambic,Lambic - Faro,Brouwerij De Troch,,4.75,0,10,3.277778,,
1585,Girardin Faro 1882,Brouwerij Girardin Girardin Faro 1882,Lambic - Faro,Brouwerij Girardin,,5.0,0,10,3.74,,
1586,Faro Boon,Brouwerij Boon Faro Boon,Lambic - Faro,Brouwerij Boon,,4.0,0,10,3.416667,,
1587,Faro,Brouwerij Timmermans-John Martin N.V. Timmermans Faro,Lambic - Faro,Brouwerij Timmermans-John Martin N.V.,"Formerly Tradition Faro Lambic.Timmermans Tradition Faro is a beer made by adding candy sugar and water to lambic to mellow its acidity. In the 19th century, Faro was very popular in the Brussels area. Various folk traditions were associated with it, and this ambrosial drink flowed abundantly, thanks to its relatively neutral but extremely pleasant flavour. Today, Timmermans Faro is still brewed using the methods and recipes of days gone by, and meets with unanimous approval.",4.0,0,10,3.7,,
1588,Mort Subite Faro,Brouwerij Mort Subite Mort Subite Faro,Lambic - Faro,Brouwerij Mort Subite,,5.0,0,10,4.071429,,
1589,St. Louis Premium Faro,Brouwerij Van Honsebrouck N.V. St. Louis Premium Faro,Lambic - Faro,Brouwerij Van Honsebrouck N.V.,,3.2,0,10,3.3125,,
1590,Tilquin Faro,Gueuzerie Tilquin Tilquin Faro,Lambic - Faro,Gueuzerie Tilquin,,4.8,0,10,3.0,,
1591,De Cam Faro,De Cam Geuzestekerij De Cam Faro,Lambic - Faro,De Cam Geuzestekerij,,5.0,0,10,3.5,,
1592,Fou' Foune,Brasserie Cantillon Cantillon Fou' Foune,Lambic - Fruit,Brasserie Cantillon,Apricot LambicBlend of lambics aged 18 to 20 months and of Bergeron apricots.Very fragrant gourmet beer which perfectly brings across the flavours of Bergeron apricots.Color: copperServing Temperature: 15°C/59 °F,5.5,15,21,4.34657,,
1593,Framboise,Brouwerij Lindemans Lindemans Framboise,Lambic - Fruit,Brouwerij Lindemans,"2.5-4.0% ABVThe appearance of this exceptional beer is matched only by its taste! To make our Framboise, we add raspberry juice to our lambic. That gives it a delicate fruity aroma and a beautiful dark pink colour, just like the dress I wore to our cousin Willy's wedding. (But that's of no interest to you since you undoubtedly don't know Willy). Framboise is served as an aperitif, but I also use it in cooking. And when I don't finish the bottle in my preparations, I finish it in my glass.",2.5,15,21,3.843854,,
1594,Kriek 100% Lambic,Brasserie Cantillon Cantillon Kriek 100% Lambic,Lambic - Fruit,Brasserie Cantillon,,5.0,15,21,3.996255,,
1595,Rosé De Gambrinus,Brasserie Cantillon Cantillon Rosé De Gambrinus,Lambic - Fruit,Brasserie Cantillon,"""It has the colour of onion skin"", said a voice behind me. It was Raymond Coumans. He was admiring the colour of the raspberry lambic reflecting in the red copper of the buckets used to empty the barrels. At that time (1986), ""Raspberry-Lambic"" already was synonymous with a sweet, artificially flavoured beer. This is why we decided to distinguish our beer from the other raspberry beers. Raymond proposed to call it a rosé, dedicated not to Bacchus but to Gambrinus.The process to make this beer is identical to the one to make Kriek. When young, the Rosé de Gambrinus will still present its full fruity taste. Later on, the lambic taste will become dominant at the expense of the fruit taste.",5.0,15,21,4.009786,,
1596,Saint Lamvinus,Brasserie Cantillon Cantillon Saint Lamvinus,Lambic - Fruit,Brasserie Cantillon,"Everyone knows some of our best friends are wine growers from the Libourne region in France, more specifically those who make Saint Emillion and Pomerol. They respect the tradition and let their wine ferment in a natural way.Fermentation, origin and vintage are still kept up.Our collaboration resulted in a product uniting the best of their wine and of our beer : the Saint-Lamvinus.The grapes, of the merlot and cabernet-franc varieties, are soaked in Bordeaux barrels containing two to three years old lambic. The beer is not blended before the bottling. The foam is caused by the addition of a liquor which starts the fermentation.",7.0,15,21,4.373278,,
1597,Lou Pepe - Kriek,Brasserie Cantillon Cantillon Lou Pepe - Kriek,Lambic - Fruit,Brasserie Cantillon,,5.0,15,21,4.320158,,
1598,Vigneronne,Brasserie Cantillon Cantillon Vigneronne,Lambic - Fruit,Brasserie Cantillon,"The name Vigneronne Cantillon was given in 1987. This name reminds us that, while it belongs to the beer patrimony, the spontaneous fermentation, the ageing in the barrels for several years and the addition of grapes make it a distant cousin of certain white wines.In spite of its success, the Vigneronne represents less than 5% of the total production of the Cantillon brewery. In order to obtain grapes which are as mature as possible, we buy them at the end of the season. Every year, 1000 kilos of white italian grapes are delivered at the Cantillon brewery in the beginning of October.",5.0,15,21,4.134091,,
1599,Lou Pepe - Framboise,Brasserie Cantillon Cantillon Framboise,Lambic - Fruit,Brasserie Cantillon,Blend of raspberries with two-year-old lambic - 300 g per litre.Beer with very intense fruitiness. The natural tartness of the raspberries nicely complements the lambic’s slight acidity.This beer will keep for a long time in a good cellar but we recommend to drink it within the year to enjoy the intensity of the fruit.Color: rubyServing Temperature: 12 °C/54 °F,5.5,15,21,4.0,,
1600,Kriek,Brouwerij Lindemans Lindemans Kriek,Lambic - Fruit,Brouwerij Lindemans,"Also known as Kriek FoudroyanteWe've already told you that our family never does anything the way other people do. Kriek Lindemans is a good example of that. In order to obtain a beer like no other, we have been adding whole sour cherries to our lambic for generations. Our meeting with American importer Charles Finkel in the 1970s revolutionized the fruit beer segment. Charles convinced us to export our old kriek to the United States by boat. What we had not thought of is that the movement of the waves would reactivate the fermentation process and cause the corks to pop during the trip. It was like something out of The Adventures of Tintin. To prevent that from happening, we therefore developed an alternative production method for our kriek. We use fresh, not from concentrate, unsweetened cherry filtrate which we blend with lambic that is at least one year old before fermenting & macerating for up to 3 days and pasteurizing the whole batch. So the corks don't pop. Due to the use of filtrate and pasteurization, this kriek is sweeter and fruitier than Old Kriek Cuvée René, which undergoes a second fermentation process in the bottle. Thanks to its innovative flavour, it was a resounding success both here in Belgium as well as around the world. Nowadays, it is undoubtedly the reference kriek for consumers.18 IBU",3.5,15,21,3.83758,,
1601,Oude Kriek,Brouwerij Drie Fonteinen Drie Fonteinen Oude Kriek,Lambic - Fruit,Brouwerij Drie Fonteinen,"3 Fonteinen Oude Kriek is the result of macerating hand-picked whole sour cherries on young lambic for at least four months, in a proportion of one kilogram of fruit per litre of lambic. The kriek lambic is then blended again with more young lambic to obtain a minimum intensity of 35% fruit, and is bottled immediately afterwards. These bottles are then stored in our cellars for at least five months so that the kriek lambic can develop into a beautiful, traditional, and refined Oude Kriek. With a pleasant tartness and organic notes of almond and cinnamon as it warms in the glass, 3 Fonteinen Oude Kriek, will age perfectly but may lose some of the vibrant red colours and forest fruit aromas. This unfiltered and unpasteurised lambic is all-natural with no artificial juices, syrups, or sugars added. Traditional Lambic is living, cultural heritage rooted in the Zenne valley!",6.5,15,21,4.123874,,
1602,Pêche,Brouwerij Lindemans Lindemans Pêche,Lambic - Fruit,Brouwerij Lindemans,"Lindemans Pêche is a young lambic enriched with peach juice. And this fruit beer is a real peach! It is nice to drink at any time of day. Or on a sunny patio. Personally, I enjoy it with my girlfriends. And what we talk about is of no concern to you.",2.5,15,21,3.958738,,
1603,Hommage,Brouwerij Drie Fonteinen Drie Fonteinen Hommage,Lambic - Fruit,Brouwerij Drie Fonteinen,"A blend of lambic beers brewed at 3 Fonteinen, with an addition of 30% whole fresh raspberries from the fabled Payottenland and 5% sour cherries. This unfiltered beer will enjoy a spontaneous refermentation in the bottle. No artificial colors or flavor enhancers are added. Lambic is brewed only from 60% barley malt, 40% unmalted wheat, hops and water.In commemoration of the late Gaston Debelder, founder of the 3 Fonteinen blendingsBatch 1 - 2007Batch 2 - 2013Batch 3 - 2015Batch 4 - 2016 (ABV 4.5%)",6.0,15,21,4.390805,,
1604,Schaarbeekse Kriek,Brouwerij Drie Fonteinen Drie Fonteinen Schaerbeekse Kriek,Lambic - Fruit,Brouwerij Drie Fonteinen,"3 Fonteinen Schaarbeekse Kriek is the result of macerating local hand-picked Schaarbeekse cherries on young traditional lambic for at least one year, in a proportion of one kilo of sour cherries per liter of lambic. The cherry lambic is then blended with young lambic and bottles, after which our famous Schaarbeekse Kriek matures for another year at least in the bottle. Refined and with evolution in the glass. Natural fruit, no juice, syrup or sugars added. Unfiltered and unpasteurised.",6.0,15,21,4.363388,,
1605,Mamouche,Brasserie Cantillon Cantillon Mamouche,Lambic - Fruit,Brasserie Cantillon,"Cantillon Zwanze 2009 = Elder flowers. In 2010, Cantillon re-released this beer as Mamouche (same beer), which will be brewed on a regular basis.",5.0,15,21,4.0,,
1606,Blåbær Lambik,Brasserie Cantillon Cantillon Blåbær Lambik,Lambic - Fruit,Brasserie Cantillon,"Made in cooperation with Jeppe from Olbuttikken in Copenhagen. Jeppe provides the blueberries for the beer,and it is brewed at Cantillon and then shipped back to Copenhagen and only sold at Olbutikken.Since Ölbutikken closed, this is exclusive to Himmeriget in Copenhagen.2005 Vintage (batch 1) - 50 75cl bottles released. Gold foil.2007 Vintage (batch 2) - 37.5cl and 75cl bottles. Black foil.2007 Vintage (batch 3) - 75cl bottles. Gold foil.2009 Vintage (batch 4) - 37.5cl and 75cl bottles. No foil. Label reads ""2009"".2009 Vintage (batch 5) - 37.5cl and 75cl bottles. No foil. Label reads ""2009 II"".2010 Vintage (batch 6) - 37.5cl and 75cl bottles. Label reads ""2010"".2011 Vintage (batch 7) - 37.5cl and 75cl bottles. No foil. Label reads ""11"".2015 first year with the year printed on the label and not handwritten",5.0,15,21,4.628205,,
1607,Pomme (Apple),Brouwerij Lindemans Lindemans Apple,Lambic - Fruit,Brouwerij Lindemans,"Making apple beer goes back to ancestral tradition. The Celts drank it in abundance during their harvest festivals. All we have done is extend the pleasure to the present day by adding the juice of several varieties of apples to our delicious lambic. The tasting experience, which is quite exceptional, combines the sweetness of cider with the sourness characteristic of lambic. The Americans are crazy about it, which is why they say, ""An apple a day keeps the doctor away"".12 IBU",4.0,15,21,3.65233,,
1608,Oud Beersel Oude Kriek Vieille,Brouwerij Oud Beersel Oud Beersel Oude Kriek Vieille,Lambic - Fruit,Brouwerij Oud Beersel,,6.5,15,21,4.12249,,
1609,Framboos,Brouwerij Drie Fonteinen Drie Fonteinen Framboos,Lambic - Fruit,Brouwerij Drie Fonteinen,Recent bottling dates:05/25/199905/31/201106/18/2014,5.0,15,21,4.7,,
1610,Oude Kriek,Hanssens Artisanaal bvba Oude Kriek,Lambic - Fruit,Hanssens Artisanaal bvba,,6.0,15,21,3.923228,,
1611,Coolship Red,Allagash Brewing Company Allagash Coolship Red,Lambic - Fruit,Allagash Brewing Company,Spontaneous beer aged with raspberries.,6.2,15,21,4.428571,,
1612,Cassis,Brouwerij Lindemans Lindemans Cassis,Lambic - Fruit,Brouwerij Lindemans,"Is it a sparkling wine or a beer? That is the question amateurs of exceptional products ask when they discover our Cassis for the first time. Cassis Lindemans is a fruity beer made from a lambic base which, thanks to its shades of dark purple and its aromas, is spontaneously reminiscent of wine. The taste of Cassis Lindemans on the palate is inimitable: intense and sparkling with a sour-sweet finish.5 IBU",3.5,15,21,3.781145,,
1613,Boon Kriek,Brouwerij Boon Boon Kriek,Lambic - Fruit,Brouwerij Boon,"Again, the basic old and young lambic are matured in oak casks. But here we add to one year-old lambic about 400 grams of real cherries per litre. This creates a second fermentation in the casks. Oude Kriek Boon then undergoes a further fermentation in the bottle and has an alcohol volume of 6.5%. After several months, the flavour has matured to the desired taste.Oude Kriek Boon is a test of your patience. It should lie about 2 years in the bottle. At first, it tastes of fruit, especially sour cherries. Oude Kriek Boon eventually evolves into a deep taste reminiscent of Port or Madeira wine. This is kriek at its best.",5.0,15,21,3.683735,,
1614,Boon Oude Kriek Mariage Parfait,Brouwerij Boon Boon Oude Kriek Mariage Parfait,Lambic - Fruit,Brouwerij Boon,,8.0,15,21,4.183824,,
1615,Oudbeitje,Hanssens Artisanaal bvba Oudbeitje Lambic,Lambic - Fruit,Hanssens Artisanaal bvba,,6.0,15,21,3.584184,,
1616,Boon Framboise,Brouwerij Boon Boon Framboise,Lambic - Fruit,Brouwerij Boon,,5.5,15,21,3.724359,,
1617,Peach,Upland Brewing Company Peach Lambic,Lambic - Fruit,Upland Brewing Company,Formerly Peach Lambic,6.0,15,21,3.93125,,
1618,Blackberry,Upland Brewing Company Blackberry Lambic,Lambic - Fruit,Upland Brewing Company,"Blackberry is fermented by wild yeast and aged in oak casks for nearly a year. We then add whole blackberries grown in Indiana. The beer is bottle conditioned. Style is Sour Ale, ABV 6%.",6.0,15,21,4.092857,,
1619,Strawberry Lambic,Upland Brewing Company Strawberry Lambic,Lambic - Fruit,Upland Brewing Company,,6.95,15,21,3.947059,,
1620,Persimmon Lambic,Upland Brewing Company Persimmon Lambic,Lambic - Fruit,Upland Brewing Company,,6.95,15,21,4.284314,,
1621,Oud Beersel Framboise,Brouwerij Oud Beersel Oud Beersel Framboise,Lambic - Fruit,Brouwerij Oud Beersel,,5.0,15,21,3.827338,,
1622,Spontanframboos,Mikkeller ApS Spontanframboos,Lambic - Fruit,Mikkeller ApS,,7.7,15,21,3.75,,
1623,Cherry,Upland Brewing Company Cherry Lambic,Lambic - Fruit,Upland Brewing Company,"A blended work of art. This barrel-aged sour ale combines a traditional Belgian-style sour with whole Montmorency Cherries from Michigan. We ferment our base blonde ale over many months in oak tanks to produce tart flavors, fruity notes and funky character. Then, we select individual batches for fruiting with whole cherries that add intense cherry aromas and dark fruit flavors to the beer. The final blend is bottle conditioned, resulting in a fine carbonation and spritzy mouthfeel.",6.0,15,21,3.827869,,
1624,Mort Subite Kriek,Brouwerij Mort Subite Mort Subite Kriek,Lambic - Fruit,Brouwerij Mort Subite,,4.5,15,21,3.585,,
